ID,Date House was Sold,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft)
1836980160,15 March 2016,807100.0,4,2.5,2680.0,4499.0,2.0,No,None,Fair,9,2680.0,0,19,0,98006.0,47.565,-122.125,2920.0,4500
1755700060,14 June 2017,371500.0,3,2.0,1370.0,8336.0,1.0,No,None,Excellent,7,1370.0,0,54,0,98133.0,47.7458,-122.331,1770.0,7288
4330600435,15 March 2016,284000.0,3,1.75,1560.0,21000.0,1.0,No,None,Fair,7,1560.0,0,64,0,98166.0,47.4776,-122.337,1070.0,7920
9542800700,15 January 2016,272000.0,3,1.75,2160.0,7140.0,1.0,No,None,Good,7,1670.0,490,40,0,98023.0,47.3026,-122.374,1930.0,7350
1999700045,14 May 2017,313000.0,3,1.5,1340.0,7912.0,1.5,No,None,Fair,7,1340.0,0,63,0,98133.0,47.7658,-122.339,1480.0,7940
1762600070,15 January 2016,917500.0,4,2.5,3880.0,35003.0,2.0,No,None,Fair,10,2570.0,1310,34,0,98033.0,47.6477,-122.182,3740.0,35230
1687900520,14 September 2017,673000.0,4,2.25,2590.0,8190.0,2.0,No,None,Good,8,2590.0,0,38,0,98006.0,47.5619,-122.125,2260.0,8335
7234600798,15 February 2016,425000.0,3,2.5,1120.0,1100.0,2.0,No,None,Fair,8,820.0,300,10,0,98122.0,47.6106,-122.31,1590.0,1795
3881900445,14 July 2017,399950.0,5,2.75,1970.0,5400.0,1.0,No,None,Fair,7,1320.0,650,32,0,98144.0,47.5868,-122.30799999999999,1280.0,2150
2254502445,14 May 2017,385000.0,3,1.0,1220.0,4800.0,1.0,No,None,Fair,6,1220.0,0,117,0,98122.0,47.6101,-122.307,1200.0,4800
5437810320,14 November 2017,269950.0,3,1.5,1950.0,7560.0,1.0,No,Twice,Good,7,1320.0,630,43,0,98022.0,47.1976,-121.999,1950.0,8941
9158100075,15 January 2016,330000.0,2,1.0,1350.0,8220.0,1.0,No,None,Fair,7,1060.0,290,69,0,98177.0,47.7224,-122.35799999999999,1540.0,8280
3830630310,14 July 2017,260000.0,3,2.5,1670.0,5797.0,2.0,No,None,Fair,7,1670.0,0,30,0,98030.0,47.3505,-122.179,1670.0,6183
8123100045,15 April 2016,470000.0,4,3.0,2380.0,5125.0,1.5,No,None,Good,7,1680.0,700,93,0,98126.0,47.5384,-122.376,1410.0,5375
3127200041,14 June 2017,589000.0,4,3.0,2440.0,9600.0,2.0,No,None,Excellent,7,2440.0,0,57,0,98034.0,47.7044,-122.2,2290.0,9600
6661200320,14 July 2017,163500.0,2,1.5,1050.0,3419.0,2.0,No,None,Fair,7,1050.0,0,22,0,98038.0,47.3848,-122.039,1050.0,3417
11510310,14 September 2017,835000.0,4,2.75,3130.0,13412.0,2.0,No,None,Fair,9,2140.0,990,25,0,98052.0,47.6993,-122.102,2260.0,9984
825059270,14 November 2017,1100000.0,5,3.0,4090.0,12850.0,1.0,No,Twice,Good,10,2090.0,2000,32,0,98033.0,47.6627,-122.18799999999999,2540.0,10270
8731951370,15 April 2016,269000.0,4,1.75,1490.0,10000.0,1.0,No,None,Good,8,1100.0,390,49,0,98023.0,47.3099,-122.37899999999999,2190.0,8910
1954440060,14 May 2017,560000.0,3,2.5,1900.0,8744.0,2.0,No,None,Fair,8,1900.0,0,31,0,98074.0,47.62,-122.04299999999999,2030.0,8744
2264500350,15 April 2016,615000.0,4,1.0,1330.0,2400.0,1.5,No,None,Good,6,1330.0,0,117,0,98103.0,47.65,-122.34,1330.0,4400
1115810060,14 December 2017,585188.0,3,2.25,2230.0,10026.0,1.0,No,None,Fair,8,1430.0,800,43,0,98052.0,47.6647,-122.15299999999999,2230.0,9340
9477200200,14 August 2017,305000.0,3,1.75,1650.0,9480.0,1.0,No,None,Fair,7,1220.0,430,41,0,98034.0,47.726000000000006,-122.191,1540.0,8400
1432600560,14 November 2017,166950.0,3,1.0,1190.0,8820.0,1.0,No,None,Fair,6,1190.0,0,59,0,98058.0,47.4616,-122.184,1230.0,7980
2287000060,14 September 2017,799000.0,3,2.5,2140.0,9897.0,1.0,No,None,Good,8,2140.0,0,59,0,98040.0,47.5505,-122.219,2680.0,10083
3663500060,14 June 2017,400000.0,3,2.5,2180.0,7508.0,1.0,No,None,Good,7,1420.0,760,56,0,98133.0,47.7606,-122.336,1900.0,7818
3996900125,14 December 2017,230000.0,3,1.0,1060.0,10228.0,1.0,No,None,Fair,7,1060.0,0,70,0,98155.0,47.7481,-122.3,1570.0,10228
7796450200,14 May 2017,256883.0,3,2.5,1690.0,5025.0,2.0,No,None,Fair,8,1690.0,0,15,0,98023.0,47.2779,-122.34700000000001,2550.0,5001
7549802535,14 November 2017,423000.0,4,2.0,1970.0,6480.0,1.5,No,None,Excellent,7,1130.0,840,98,0,98108.0,47.5511,-122.31200000000001,1500.0,6480
3278600320,14 July 2017,465000.0,3,2.5,2150.0,4084.0,2.0,No,None,Fair,8,2150.0,0,11,0,98126.0,47.5488,-122.37200000000001,1750.0,2385
2824079053,15 January 2016,440000.0,3,2.5,1910.0,66211.0,2.0,No,None,Fair,7,1910.0,0,21,0,98024.0,47.5385,-121.911,2330.0,67268
1222069094,14 October 2017,385000.0,3,1.75,1350.0,155073.0,1.0,No,None,Good,7,1350.0,0,49,0,98038.0,47.4058,-121.994,1560.0,50965
3542300060,15 March 2016,210000.0,3,1.0,860.0,11725.0,1.0,No,None,Good,6,860.0,0,75,0,98056.0,47.5093,-122.184,1300.0,9514
2222059065,14 November 2017,297000.0,3,2.5,1940.0,14952.0,2.0,No,None,Fair,8,1940.0,0,24,0,98042.0,47.3777,-122.165,2030.0,10450
7551300060,14 July 2017,470000.0,3,1.0,1010.0,5000.0,1.0,No,None,Fair,7,1010.0,0,66,0,98107.0,47.675,-122.39399999999999,1680.0,5000
100600550,14 August 2017,226500.0,3,1.5,1300.0,7370.0,1.0,No,None,Good,7,900.0,400,42,0,98023.0,47.3025,-122.37,1430.0,7500
3211100860,15 March 2016,274250.0,3,1.0,910.0,8450.0,1.0,No,None,Good,6,910.0,0,56,0,98059.0,47.4787,-122.15799999999999,1400.0,8040
3456000310,14 August 2017,840000.0,4,1.75,2480.0,11010.0,1.0,No,None,Good,9,1630.0,850,52,0,98040.0,47.5378,-122.219,2770.0,10744
9526600140,14 September 2017,677900.0,3,2.5,2440.0,4587.0,2.0,No,None,Fair,8,2440.0,0,8,0,98052.0,47.7073,-122.11399999999999,2750.0,4587
7465900060,15 February 2016,425000.0,3,1.0,1010.0,5864.0,1.0,No,None,Fair,7,1010.0,0,103,0,98116.0,47.5733,-122.381,1290.0,5000
1222000055,14 November 2017,180250.0,2,0.75,900.0,9600.0,1.0,No,None,Fair,6,900.0,0,77,0,98166.0,47.4604,-122.339,1250.0,14280
6300000550,14 July 2017,464000.0,6,3.0,2300.0,3404.0,2.0,No,None,Fair,7,1600.0,700,98,1994,98133.0,47.7067,-122.34299999999999,1560.0,1312
2310030510,15 April 2016,320000.0,4,2.25,1550.0,7579.0,2.0,No,None,Fair,8,1550.0,0,25,0,98038.0,47.354,-122.04700000000001,1630.0,6397
1025049114,14 July 2017,625504.0,3,2.25,1270.0,1566.0,2.0,No,None,Fair,8,1060.0,210,4,0,98105.0,47.6647,-122.28399999999999,1160.0,1327
8677300550,14 May 2017,592500.0,4,2.5,2240.0,12032.0,1.0,No,None,Fair,9,2240.0,0,35,0,98074.0,47.6143,-122.01700000000001,2520.0,12368
4014400292,15 January 2016,465000.0,3,2.5,2714.0,17936.0,2.0,No,None,Fair,9,2714.0,0,13,0,98001.0,47.3185,-122.275,2590.0,18386
1102000196,14 May 2017,477000.0,4,2.75,1720.0,6270.0,2.0,No,None,Fair,8,1720.0,0,40,0,98118.0,47.5458,-122.26799999999999,2130.0,8700
257000138,15 January 2016,280000.0,2,1.0,850.0,16400.0,1.0,No,None,Fair,6,850.0,0,95,0,98168.0,47.4889,-122.29899999999999,1100.0,14459
46100204,15 February 2016,1129575.0,5,3.0,3300.0,33474.0,1.0,No,Thrice,Fair,9,1870.0,1430,61,1991,98040.0,47.5673,-122.21,3836.0,20953
1909600046,14 July 2017,445838.0,3,2.5,2250.0,5692.0,2.0,No,None,Fair,8,2250.0,0,18,0,98146.0,47.5133,-122.37899999999999,1320.0,5390
1250202145,14 August 2017,1070000.0,2,2.25,3900.0,14864.0,1.0,No,Thrice,Fair,8,1950.0,1950,71,0,98144.0,47.5884,-122.291,2580.0,5184
7611200125,14 October 2017,467000.0,2,1.5,1320.0,10800.0,1.0,No,None,Good,8,1320.0,0,71,0,98177.0,47.7145,-122.367,2120.0,12040
5611500140,14 August 2017,686000.0,4,2.5,2760.0,6440.0,2.0,No,None,Fair,10,2760.0,0,19,0,98075.0,47.5836,-122.02600000000001,3070.0,8127
7138000260,14 June 2017,279950.0,3,2.0,1750.0,9750.0,1.0,No,None,Fair,7,1350.0,400,57,0,98198.0,47.398,-122.29899999999999,1900.0,10125
626059335,14 September 2017,527000.0,4,2.25,2330.0,19436.0,2.0,No,None,Fair,8,2330.0,0,31,0,98011.0,47.7663,-122.215,1910.0,10055
1922059282,14 September 2017,325000.0,3,2.25,2220.0,16020.0,1.0,No,None,Good,8,1780.0,440,52,0,98030.0,47.3758,-122.21700000000001,2080.0,9583
705700390,14 September 2017,328000.0,3,2.25,2020.0,8379.0,2.0,No,None,Fair,7,2020.0,0,24,0,98038.0,47.3828,-122.023,2020.0,8031
7454001200,14 June 2017,390000.0,3,2.25,1250.0,7500.0,1.0,No,None,Excellent,7,1250.0,0,76,0,98146.0,47.5123,-122.37299999999999,1280.0,7392
8682281200,15 March 2016,479950.0,2,2.0,1510.0,7619.0,1.0,No,None,Fair,8,1510.0,0,13,0,98053.0,47.7076,-122.01299999999999,1640.0,6009
7972000200,14 May 2017,264950.0,4,2.25,1720.0,9753.0,1.0,No,None,Good,7,1120.0,600,40,0,98023.0,47.2922,-122.37100000000001,1510.0,9753
722059070,15 January 2016,235000.0,3,1.0,1430.0,15246.0,1.0,No,None,Good,7,980.0,450,57,0,98031.0,47.4075,-122.214,1960.0,13068
7202340400,15 March 2016,516500.0,3,2.5,1480.0,4729.0,2.0,No,None,Fair,7,1480.0,0,14,0,98053.0,47.6794,-122.03399999999999,2250.0,4729
8096000060,15 April 2016,655000.0,2,1.75,1450.0,15798.0,2.0,Yes,Four,Fair,7,1230.0,220,103,1978,98166.0,47.4497,-122.375,2030.0,13193
2424000060,14 June 2017,500000.0,4,2.75,2280.0,15347.0,1.0,No,None,Excellent,7,2280.0,0,58,0,98059.0,47.5218,-122.164,2280.0,15347
9264902050,14 November 2017,315000.0,6,2.75,2940.0,7350.0,1.0,No,None,Fair,8,1780.0,1160,40,0,98023.0,47.3103,-122.339,2120.0,8236
943100260,14 November 2017,213000.0,2,1.0,1000.0,10200.0,1.0,No,None,Fair,6,1000.0,0,57,0,98024.0,47.5687,-121.899,1150.0,13702
3677400445,14 September 2017,475000.0,3,1.5,2480.0,5280.0,1.5,No,None,Excellent,7,1620.0,860,71,0,98108.0,47.5575,-122.303,2090.0,4800
1762600320,14 June 2017,1030000.0,5,4.0,3760.0,28040.0,2.0,No,None,Fair,10,3760.0,0,35,0,98033.0,47.6489,-122.18299999999999,3430.0,35096
4058000060,15 April 2016,416000.0,3,2.0,2220.0,94300.0,1.0,No,None,Excellent,7,1640.0,580,42,0,98010.0,47.3459,-121.95,2070.0,80100
7228500560,15 March 2016,410000.0,4,1.0,1970.0,4740.0,1.5,No,None,Fair,7,1670.0,300,114,2005,98122.0,47.6136,-122.303,1510.0,4740
326069104,14 July 2017,800000.0,3,3.5,3830.0,221284.0,2.0,No,None,Fair,10,3530.0,300,25,0,98077.0,47.7641,-122.023,2920.0,148539
5152100060,14 May 2017,472000.0,6,2.5,4410.0,14034.0,1.0,No,Twice,Good,9,2350.0,2060,53,0,98003.0,47.3376,-122.324,2600.0,13988
3584000310,14 December 2017,225000.0,3,1.75,1430.0,8505.0,1.0,No,None,Good,7,1430.0,0,50,0,98003.0,47.3173,-122.319,1190.0,8640
8150100045,14 October 2017,210000.0,2,1.0,830.0,6000.0,1.0,No,None,Fair,6,830.0,0,78,0,98126.0,47.5308,-122.376,830.0,4960
1868901275,15 January 2016,455000.0,2,1.0,1430.0,5000.0,1.5,No,None,Okay,7,1430.0,0,93,0,98115.0,47.6727,-122.29899999999999,1450.0,3750
6131600075,15 April 2016,225000.0,3,1.0,1300.0,8316.0,1.0,No,None,Good,6,1300.0,0,64,0,98002.0,47.3221,-122.21600000000001,1260.0,8316
9468200125,14 August 2017,480000.0,2,1.0,1030.0,3060.0,1.0,No,Twice,Good,7,790.0,240,100,0,98103.0,47.6779,-122.353,1390.0,3060
8029510030,15 February 2016,363000.0,3,2.5,2740.0,11872.0,2.0,No,None,Fair,9,2740.0,0,28,0,98023.0,47.3076,-122.395,2570.0,10377
2025069065,14 September 2017,1129575.0,4,2.5,3650.0,8354.0,1.0,Yes,Four,Fair,9,1830.0,1820,18,0,98074.0,47.6338,-122.072,3120.0,18841
7899800890,15 February 2016,181000.0,2,1.5,720.0,5120.0,1.0,No,None,Fair,6,720.0,0,64,0,98106.0,47.5218,-122.35700000000001,1150.0,2566
3021059276,15 March 2016,250000.0,4,2.0,2010.0,7312.0,1.0,No,None,Good,7,2010.0,0,42,0,98002.0,47.2785,-122.213,2010.0,7650
3797001895,15 April 2016,481000.0,3,1.75,1910.0,3000.0,1.0,No,None,Good,6,770.0,790,100,0,98103.0,47.6846,-122.345,1390.0,3000
3832710960,14 September 2017,260000.0,3,2.0,1810.0,7209.0,1.0,No,None,Good,7,1240.0,570,40,0,98032.0,47.3656,-122.27799999999999,1750.0,7209
1310430400,14 May 2017,455000.0,4,2.5,3360.0,7685.0,2.0,No,None,Fair,9,3360.0,0,17,0,98058.0,47.4369,-122.111,3060.0,6567
1422300030,15 April 2016,415000.0,3,2.25,1510.0,36224.0,2.0,No,None,Fair,8,1510.0,0,27,0,98045.0,47.4616,-121.711,1730.0,36224
1105000588,15 April 2016,349500.0,3,1.0,1400.0,3538.0,1.0,No,None,Fair,7,800.0,600,65,0,98118.0,47.5405,-122.27,1620.0,6331
3830630060,14 September 2017,245000.0,3,2.5,1730.0,7442.0,2.0,No,None,Fair,7,1730.0,0,31,0,98030.0,47.3507,-122.178,1630.0,6458
5101404898,14 May 2017,592500.0,2,2.0,1420.0,9191.0,1.5,No,Twice,Excellent,7,1420.0,0,90,0,98115.0,47.6979,-122.32,1420.0,6816
7972601890,14 October 2017,385000.0,4,1.75,2360.0,7620.0,1.0,No,None,Good,7,1180.0,1180,63,0,98106.0,47.5278,-122.345,1910.0,7620
5127001620,15 February 2016,315000.0,3,1.75,1580.0,11455.0,1.0,No,None,Good,7,1200.0,380,44,0,98059.0,47.4756,-122.147,1550.0,10650
9407100800,14 November 2017,255000.0,3,1.0,1230.0,10170.0,1.0,No,None,Fair,7,1230.0,0,39,0,98045.0,47.4437,-121.772,1380.0,10098
1873100060,14 August 2017,693000.0,4,2.5,2460.0,4425.0,2.0,No,None,Fair,8,2460.0,0,12,0,98052.0,47.7048,-122.109,2990.0,5659
8722101360,14 December 2017,780000.0,3,1.0,1660.0,4400.0,1.5,No,None,Fair,8,1460.0,200,107,0,98112.0,47.6362,-122.302,1660.0,4400
8644000060,14 October 2017,237000.0,3,1.75,1270.0,8470.0,1.0,No,None,Good,7,1270.0,0,58,0,98198.0,47.4207,-122.29,1600.0,8470
3325069129,14 December 2017,525000.0,3,2.25,2100.0,40510.0,2.0,No,None,Fair,10,1320.0,780,39,0,98074.0,47.6154,-122.04700000000001,2380.0,33450
1400300055,15 April 2016,425000.0,2,1.0,770.0,5040.0,1.0,No,None,Fair,5,770.0,0,88,0,98144.0,47.5964,-122.29899999999999,1330.0,2580
2123039032,14 October 2017,369900.0,1,0.75,760.0,10079.0,1.0,Yes,Four,Excellent,5,760.0,0,82,0,98070.0,47.4683,-122.43799999999999,1230.0,14267
8078560140,14 May 2017,290000.0,4,2.5,1700.0,7280.0,2.0,No,None,Good,7,1700.0,0,30,0,98031.0,47.4045,-122.171,1950.0,7475
3438500192,14 September 2017,285000.0,3,1.0,1120.0,10701.0,1.0,No,None,Fair,7,1120.0,0,64,0,98106.0,47.5544,-122.35799999999999,1130.0,6350
7974200510,14 August 2017,415000.0,2,1.0,1070.0,4500.0,1.0,No,None,Fair,7,1070.0,0,81,0,98115.0,47.6802,-122.29,1320.0,4465
2557000400,15 April 2016,272500.0,3,2.5,2070.0,9900.0,1.0,No,None,Fair,8,1420.0,650,39,0,98023.0,47.2988,-122.37100000000001,2070.0,8250
7960900060,15 May 2016,1129575.0,4,3.25,5050.0,20100.0,1.5,No,Twice,Fair,10,4750.0,300,36,2008,98004.0,47.6312,-122.223,3890.0,20060
4054500390,14 October 2017,1129575.0,4,4.75,5310.0,57346.0,2.0,No,None,Good,10,5310.0,0,29,0,98077.0,47.7285,-122.042,4180.0,47443
6378500125,15 May 2016,436000.0,2,1.0,1040.0,7538.0,1.0,No,None,Good,7,1040.0,0,79,0,98133.0,47.7107,-122.352,1440.0,7530
1745100140,14 October 2017,210000.0,3,1.0,1700.0,11390.0,1.0,No,None,Good,7,1700.0,0,51,0,98003.0,47.3271,-122.323,1350.0,8164
2976800796,14 September 2017,236000.0,3,1.0,1300.0,5898.0,1.0,No,None,Fair,7,1300.0,0,57,0,98178.0,47.5053,-122.255,1320.0,7619
4235400186,14 November 2017,331000.0,3,1.75,1080.0,1306.0,1.0,No,None,Fair,7,580.0,500,64,2003,98199.0,47.6601,-122.4,1440.0,2225
4215100060,15 March 2016,365000.0,3,2.5,1910.0,4510.0,2.0,No,None,Fair,8,2653.0,0,12,0,98031.0,47.4145,-122.166,2653.0,4927
9189700045,15 January 2016,450000.0,3,2.0,2290.0,16258.0,1.0,No,None,Excellent,8,2290.0,0,58,0,98058.0,47.4672,-122.165,1660.0,10530
1126049053,14 November 2017,770000.0,4,2.75,3820.0,26300.0,2.0,No,None,Fair,9,2850.0,970,4,0,98028.0,47.7618,-122.26100000000001,1860.0,12136
2022069200,15 May 2016,455000.0,4,2.5,2210.0,49375.0,1.0,No,None,Fair,8,2210.0,0,21,0,98038.0,47.3828,-122.071,2670.0,49385
9412900055,15 May 2016,405000.0,3,1.75,2390.0,6000.0,1.0,No,None,Fair,6,1240.0,1150,110,0,98118.0,47.5362,-122.26799999999999,2020.0,6000
1722059235,14 July 2017,304900.0,4,1.75,2600.0,11325.0,1.0,No,None,Good,7,1610.0,990,49,0,98031.0,47.3954,-122.206,1720.0,11088
6874200960,15 February 2016,170000.0,2,1.0,860.0,5265.0,1.0,No,None,Fair,6,860.0,0,87,0,98178.0,47.5048,-122.272,1650.0,8775
7424700045,15 May 2016,1129575.0,5,3.0,3830.0,8480.0,2.0,No,Once,Excellent,9,2630.0,1200,113,1994,98122.0,47.6166,-122.287,3050.0,7556
7202360350,14 June 2017,780000.0,4,2.5,3500.0,7048.0,2.0,No,None,Fair,9,3500.0,0,13,0,98053.0,47.6811,-122.025,3920.0,7864
5634500392,15 April 2016,330000.0,3,3.0,2420.0,13959.0,1.0,No,None,Good,8,1740.0,680,30,0,98028.0,47.7486,-122.23,2570.0,13300
1509500060,14 September 2017,370000.0,4,2.5,2720.0,8666.0,2.0,No,None,Fair,9,2720.0,0,26,0,98030.0,47.3846,-122.169,2410.0,8100
7214810350,14 October 2017,467000.0,5,2.25,2500.0,13500.0,1.0,No,None,Fair,7,1850.0,650,39,0,98072.0,47.7564,-122.14399999999999,2300.0,9750
6647200060,15 February 2016,405000.0,3,1.75,1670.0,6720.0,1.0,No,None,Fair,7,1140.0,530,38,0,98034.0,47.7198,-122.193,1670.0,7320
9552700140,14 July 2017,675000.0,5,2.25,2900.0,10300.0,1.0,No,None,Fair,8,1450.0,1450,33,0,98006.0,47.5461,-122.15100000000001,2310.0,10300
2200500350,14 August 2017,500000.0,2,1.0,1640.0,14100.0,1.0,No,None,Good,7,1140.0,500,64,0,98006.0,47.5712,-122.14299999999999,1520.0,13527
6113400046,14 July 2017,389999.0,4,2.5,1890.0,15770.0,2.0,No,None,Good,7,1890.0,0,50,0,98166.0,47.4281,-122.34299999999999,2410.0,15256
6619910140,15 February 2016,630000.0,4,1.75,2950.0,9025.0,1.0,No,Twice,Good,8,1780.0,1170,43,0,98034.0,47.7128,-122.223,2120.0,9600
1115450240,14 October 2017,360000.0,4,2.5,2160.0,9528.0,2.0,No,None,Fair,9,2160.0,0,26,0,98001.0,47.3341,-122.255,2280.0,9937
6073240060,14 October 2017,580000.0,4,3.0,3280.0,11060.0,2.0,No,None,Fair,8,2270.0,1010,32,0,98056.0,47.5399,-122.181,2320.0,11004
9297300045,14 July 2017,550000.0,3,2.0,1970.0,4166.0,2.0,No,Thrice,Excellent,8,1270.0,700,89,0,98126.0,47.5717,-122.375,2390.0,4166
9510920070,14 July 2017,879000.0,4,2.5,3360.0,22111.0,2.0,No,None,Fair,10,3360.0,0,24,0,98075.0,47.5951,-122.01700000000001,3150.0,11374
5468730030,14 August 2017,265000.0,3,2.0,1910.0,8959.0,1.0,No,None,Fair,7,1320.0,0,25,0,98042.0,47.3536,-122.14399999999999,1740.0,7316
8079030390,15 March 2016,446500.0,3,2.5,2650.0,7286.0,2.0,No,None,Fair,8,2650.0,0,28,0,98059.0,47.5084,-122.154,2400.0,7220
600000152,14 June 2017,404000.0,3,1.5,2030.0,8880.0,1.0,No,None,Fair,7,1330.0,700,55,0,98108.0,47.5586,-122.311,2140.0,5592
1840000030,14 May 2017,267500.0,3,1.75,1590.0,11914.0,1.0,No,Twice,Fair,7,1090.0,500,61,0,98188.0,47.4427,-122.274,1630.0,9052
3225069065,14 June 2017,1129575.0,4,5.0,4550.0,18641.0,1.0,Yes,Four,Fair,10,2600.0,1950,16,0,98074.0,47.6053,-122.07700000000001,4550.0,19508
3260800030,14 August 2017,335000.0,3,2.5,2440.0,7632.0,2.0,No,None,Fair,8,2440.0,0,20,0,98003.0,47.3494,-122.301,2510.0,7903
2747100024,14 June 2017,576000.0,3,2.5,1940.0,9000.0,1.0,No,None,Good,7,970.0,970,70,0,98117.0,47.6933,-122.39299999999999,2190.0,7310
5104530560,15 April 2016,208633.0,3,2.5,2040.0,3810.0,2.0,No,None,Fair,8,2040.0,0,12,0,98038.0,47.3537,-122.0,2370.0,4590
4330600350,15 January 2016,315000.0,3,2.25,2200.0,8750.0,1.0,No,None,Good,7,1120.0,1080,54,0,98166.0,47.476000000000006,-122.337,1460.0,10139
5016001535,15 February 2016,725000.0,3,1.75,1920.0,3300.0,1.0,No,None,Good,8,960.0,960,105,0,98112.0,47.6239,-122.29799999999999,1740.0,4000
7280300196,15 April 2016,550000.0,4,2.75,1800.0,7750.0,1.0,No,None,Good,8,1400.0,400,53,0,98177.0,47.7776,-122.384,1800.0,8275
8651520400,14 June 2017,610750.0,4,2.25,2180.0,7297.0,2.0,No,None,Fair,8,2180.0,0,34,0,98074.0,47.6459,-122.05799999999999,2250.0,9781
7171200445,15 February 2016,550700.0,2,1.0,1010.0,5000.0,1.5,No,None,Good,6,1010.0,0,110,0,98105.0,47.6692,-122.29700000000001,1460.0,5000
3204800200,15 January 2016,665000.0,4,2.75,3320.0,10574.0,2.0,No,None,Excellent,8,2220.0,1100,58,0,98056.0,47.5376,-122.18,2720.0,8330
3416600800,15 February 2016,834000.0,4,2.5,2370.0,4000.0,1.5,No,Twice,Excellent,8,1980.0,390,90,0,98144.0,47.601000000000006,-122.294,2440.0,5750
7994700030,14 October 2017,201000.0,5,1.75,1660.0,78408.0,1.5,No,None,Fair,6,1660.0,0,103,0,98065.0,47.528999999999996,-121.837,1660.0,78408
1860600135,14 May 2017,1129575.0,5,2.5,3650.0,9050.0,2.0,No,Four,Excellent,10,3370.0,280,97,0,98119.0,47.6345,-122.367,2880.0,5400
4139480200,14 June 2017,1129575.0,4,3.25,4290.0,12103.0,1.0,No,Thrice,Fair,10,2690.0,1600,21,0,98006.0,47.5503,-122.102,3860.0,11244
4139480200,14 December 2017,1129575.0,4,3.25,4290.0,12103.0,1.0,No,Thrice,Fair,10,2690.0,1600,21,0,98006.0,47.5503,-122.102,3860.0,11244
1328320800,14 November 2017,305000.0,4,2.25,1950.0,7700.0,1.0,No,None,Fair,8,1350.0,600,39,0,98058.0,47.4441,-122.125,2150.0,7350
7771300125,15 April 2016,487000.0,3,2.0,2590.0,14052.0,1.0,No,None,Excellent,8,1720.0,870,70,0,98133.0,47.7357,-122.333,1570.0,8162
3422059208,15 May 2016,390000.0,3,2.5,1930.0,64904.0,1.0,No,None,Good,8,1930.0,0,30,0,98042.0,47.346000000000004,-122.15700000000001,2350.0,57500
9521101455,14 July 2017,548000.0,2,1.0,1470.0,3864.0,1.0,No,None,Good,7,1170.0,300,102,0,98103.0,47.6638,-122.345,1570.0,3864
4337000335,14 November 2017,268750.0,4,1.0,800.0,8775.0,1.0,No,None,Fair,6,800.0,0,75,0,98166.0,47.48,-122.336,1310.0,8775
325059286,14 May 2017,819900.0,5,2.75,3150.0,7119.0,2.0,No,None,Fair,9,3150.0,0,5,0,98052.0,47.6759,-122.15100000000001,1560.0,8384
2597650240,14 October 2017,520000.0,3,2.25,2030.0,16200.0,2.0,No,None,Fair,8,2030.0,0,34,0,98027.0,47.5162,-122.057,2660.0,17958
3353400435,14 July 2017,230000.0,3,2.0,1450.0,11204.0,1.0,No,None,Fair,7,1450.0,0,15,0,98001.0,47.2639,-122.25200000000001,1520.0,9518
7972000240,15 February 2016,240000.0,3,1.75,1510.0,10248.0,1.0,No,None,Fair,7,1510.0,0,49,0,98023.0,47.2929,-122.37100000000001,1510.0,9753
7520000520,14 September 2017,232000.0,2,1.0,1240.0,12092.0,1.0,No,None,Fair,6,960.0,280,96,1984,98146.0,47.4957,-122.352,1820.0,7460
7520000520,15 March 2016,240500.0,2,1.0,1240.0,12092.0,1.0,No,None,Fair,6,960.0,280,96,1984,98146.0,47.4957,-122.352,1820.0,7460
3530210260,14 October 2017,274975.0,3,2.5,3030.0,45004.0,2.0,No,None,Fair,9,3030.0,0,31,0,98077.0,47.7721,-122.09299999999999,3080.0,35781
1959700550,14 September 2017,740000.0,4,2.0,2050.0,4400.0,1.5,No,None,Good,9,2050.0,0,96,0,98102.0,47.644,-122.319,2320.0,5500
1665400045,15 April 2016,186375.0,3,1.0,1000.0,7636.0,1.0,No,None,Okay,7,1000.0,0,66,0,98166.0,47.472,-122.344,1150.0,7600
9542850320,14 July 2017,790000.0,3,2.25,2370.0,10289.0,1.0,No,None,Good,9,1590.0,780,41,0,98005.0,47.592,-122.166,2500.0,10004
3179100060,14 September 2017,880000.0,4,3.5,2800.0,6750.0,2.0,No,None,Fair,9,1890.0,910,67,2002,98105.0,47.669,-122.275,2370.0,6120
2946001550,15 April 2016,279000.0,6,1.75,2240.0,11180.0,2.0,No,None,Good,7,2240.0,0,63,0,98198.0,47.42,-122.323,1590.0,7955
8078490390,14 July 2017,295000.0,3,2.0,1810.0,10530.0,1.0,No,Twice,Fair,8,1810.0,0,27,0,98022.0,47.1913,-122.012,1910.0,10450
9550201550,15 April 2016,640000.0,2,1.0,1070.0,5000.0,1.0,No,None,Fair,7,1070.0,0,94,0,98103.0,47.6666,-122.331,1710.0,5000
191100045,14 July 2017,940000.0,4,2.0,2490.0,9525.0,2.0,No,None,Excellent,9,2490.0,0,50,0,98040.0,47.5639,-122.21700000000001,2770.0,9525
